Date,Time,Wind Direction (degTN),Wind Speed (m/s),Wind Sigma Theta (degrees),Wind Speed Std Dev (m/s),Air Temperature (degC),Relative Humidity (percent),Rainfall (mm),Barometric Pressure (hPa),Ozone (ppm),Nitric Oxide (NO) (ppm),Nitrogen Dioxide (NO2) (ppm),Total Oxides of Nitrogen (NOx) (ppm),PM10 (µg/m^3),PM2.5 (µg/m^3)
10/01/2012,2:00,164,2.4,21.3,1,26.3,75,0,1002,0.038,0,0.001,0.001,23.6,11
10/01/2012,3:00,155,2.1,21.9,0.9,26.2,76.6,0,1002,0.037,0,0,0,19,12.1
10/01/2012,4:00,151,3.2,21.5,1.3,25.7,77.5,0,1003,0.04,0,0,0,16.3,8.5
10/01/2012,5:00,159,3.3,19.4,1.3,25.3,77,0,1004,0.039,0,0.001,0.001,18.7,8.6
10/01/2012,6:00,150,3.4,20.1,1.2,25.9,70.7,0,1005,0.037,0,0.002,0.002,23,9.7
10/01/2012,7:00,153,3.5,23,1.3,26.7,62.7,0,1005,0.035,0,0.002,0.002,23.1,7.4
10/01/2012,8:00,155,2.9,26.8,1.2,27.8,57.3,0,1005,0.04,0,0.003,0.003,19.5,5.8
10/01/2012,9:00,138,3.1,26.7,1.3,28.7,53.8,0,1005,0.04,0.006,0.003,0.008,22.4,9
10/01/2012,10:00,120,3.1,26.5,1.2,29,54.4,0,1005,0.043,0,0.003,0.003,22.5,8.1
10/01/2012,11:00,122,3.9,21,1.4,29.1,51.5,0,1004,0.042,0,0.003,0.003,23.3,6.9
10/01/2012,12:00,124,4.5,20,1.4,28.6,51.2,0,1004,0.038,0.002,0.002,0.004,20.8,5.5
10/01/2012,13:00,127,4.5,19.6,1.6,28.1,54.3,0,1003,0.034,0,0.002,0.002,21.4,6.1
10/01/2012,14:00,126,4.1,20.3,1.4,27.6,58.3,0,1003,0.031,0,0.002,0.002,20.1,5.5
10/01/2012,15:00,121,3.7,19,1.4,27.1,63.9,0,1003,0.03,0,0.002,0.002,21.9,8
10/01/2012,16:00,118,3.1,25.8,1.2,26.5,67.4,0,1002,0.027,0.001,0.002,0.003,20.2,6.5
10/01/2012,17:00,128,2.7,21.4,1.1,25.8,70.8,0,1003,0.024,0,0.003,0.003,18.8,3.8
10/01/2012,18:00,129,1.8,22.7,0.7,25.6,72.9,0,1004,0.025,0,0.003,0.003,22.1,6.9
10/01/2012,19:00,118,1.2,28.5,0.7,25.1,75.1,0,1004,0.026,0,0.002,0.002,22.1,7.5
10/01/2012,20:00,110,0.8,28.9,0.4,25.1,76.9,0,1005,0.025,0,0.001,0.001,23.6,9.1
10/01/2012,21:00,95,0.4,41.6,0.3,24.9,77.3,0,1005,0.023,0,0.002,0.002,19.2,6.5
10/01/2012,22:00,279,0.2,65.1,0.2,24.5,80,0,1005,0.022,0,0.002,0.002,15.6,4.1
10/01/2012,23:00,238,0.3,59.9,0.3,24.8,78,0,1004,0.021,0,0.003,0.003,16.7,5.2
11/01/2012,0:00,245,0.4,37.4,0.3,24.8,77.1,0,1004,,,,,17.4,6.2
11/01/2012,1:00,192,0.3,63.9,0.3,24.4,78.1,0,1003,0.017,0,0.003,0.003,17,5.8
11/01/2012,2:00,244,0.4,41.2,0.2,23.7,80.3,0,1003,0.016,0,0.003,0.003,14.6,3.3
11/01/2012,3:00,261,0.5,44.4,0.3,23.2,81.8,0,1003,0.015,0,0.002,0.002,13.9,3.7
11/01/2012,4:00,267,0.5,49.9,0.4,22.8,83.3,0,1003,0.01,0,0.006,0.006,16,6
11/01/2012,5:00,267,0.5,53.3,0.3,22.8,84,0,1003,0.005,0.003,0.012,0.015,18,7.9
11/01/2012,6:00,258,0.7,68.4,1,25.3,72.7,0,1004,0.015,0.004,0.009,0.013,23.1,12.1
11/01/2012,7:00,277,1.5,45.5,1,27,60.5,0,1004,0.03,0.001,0.003,0.004,27.4,14.8
11/01/2012,8:00,287,1.2,54.8,0.9,29.2,44.5,0,1003,0.036,0,0.003,0.003,25.1,12
11/01/2012,9:00,242,1.3,56.5,0.9,30.9,34.6,0,1003,0.039,0.001,0.003,0.003,25.1,10.1
11/01/2012,10:00,94,2.1,34.8,0.9,29.2,50.9,0,1003,0.056,0,0.005,0.005,27,11.1
11/01/2012,11:00,81,2.1,36.7,1.1,29.7,47.8,0,1003,0.05,0.005,0.013,0.018,29.7,12.6
11/01/2012,12:00,87,2.2,27.7,1,30.3,41.8,0,1002,0.049,0.005,0.012,0.017,23.6,10.7
11/01/2012,13:00,48,2.4,32.4,1.1,30.6,43.8,0,1001,0.047,0.003,0.008,0.01,18.4,7.5
11/01/2012,14:00,29,2.6,33.4,1.2,29.7,49.3,0,1000,0.059,0.001,0.002,0.003,25.2,11.3
11/01/2012,15:00,18,2.8,25,1.2,29.9,42.5,0,999,0.057,0,0.001,0.001,35.1,12.2
11/01/2012,16:00,16,2.4,176.1,1.2,29.6,51.3,0,999,0.062,0,0.001,0.001,23.3,10.3
11/01/2012,17:00,21,1.9,29.9,0.9,29.5,52.3,0,999,0.057,0,0.002,0.002,23.7,9.3
11/01/2012,18:00,352,1.5,35.4,0.8,28.7,52.4,0,1000,0.062,0,0.003,0.003,27.9,10.8
11/01/2012,19:00,350,0.4,141.2,0.5,27.2,60.4,0,1001,0.042,0,0.003,0.003,24.5,9.3
11/01/2012,20:00,329,0.6,48.3,0.4,26.2,61,0,1001,0.034,0,0.005,0.005,24.9,12.9
11/01/2012,21:00,54,0.2,90.7,0.3,26.5,43.7,0,1002,0.026,0,0.007,0.007,21.2,10.7
11/01/2012,22:00,69,0.3,71.8,0.3,27.7,26.3,0,1002,0.02,0,0.004,0.004,12.9,5.2
11/01/2012,23:00,29,0.1,97.8,0.3,26.9,27.4,0,1003,0.017,0,0.005,0.005,12,5.2
12/01/2012,0:00,342,0.2,96.1,0.3,25.5,31.2,0,1002,,,,,12.5,5.1
12/01/2012,1:00,251,0.4,44.4,0.2,25.2,31,0,1002,0.017,0,0.003,0.003,7,2.2
12/01/2012,2:00,204,0.2,81.2,0.2,23.5,37.3,0,1003,0.015,0,0.003,0.003,6.7,1.3
12/01/2012,3:00,155,1.9,25.1,1.5,23,41.8,0,1004,0.015,0,0.003,0.003,5.3,0.5
12/01/2012,4:00,153,4.4,16.9,1.6,23.5,50.6,0,1005,0.024,0,0.001,0.001,18.7,3.3
12/01/2012,5:00,155,3.8,19.8,1.4,22.5,62.1,0,1006,0.022,0,0.002,0.002,35,8.4
12/01/2012,6:00,160,3.5,21.3,1.3,23,59.8,0,1007,0.02,0.001,0.002,0.003,39.1,9.9
12/01/2012,7:00,160,3.9,21.9,1.4,23.8,55,0,1008,0.021,0.001,0.002,0.003,44.4,9.4
12/01/2012,8:00,149,3.7,24.4,1.4,24.5,49.4,0,1008,0.024,0.001,0.002,0.003,36.4,6.7
12/01/2012,9:00,128,3.9,25.5,1.4,24.8,46.3,0,1009,0.029,0.001,0.002,0.003,34.2,5.8
12/01/2012,10:00,127,4.5,20.6,1.5,25.1,41.1,0,1009,0.033,0,0.003,0.003,35.1,6.5
12/01/2012,11:00,123,4.7,18.8,1.6,25.1,39,0,1009,0.034,0.001,0.003,0.003,33.4,4.7
12/01/2012,12:00,127,4.9,20,1.7,24.5,39.6,0,1009,0.032,0.001,0.002,0.003,31.9,4.1
12/01/2012,13:00,123,4.4,21.8,1.7,24.3,37.4,0,1009,0.029,0.001,0.002,0.002,33.4,7.6
12/01/2012,14:00,128,4.6,15.5,1.7,24.2,40.7,0,1009,0.027,0.001,0.002,0.003,26.4,2.9
12/01/2012,15:00,125,4.5,19.9,1.5,23.7,48.9,0,1008,0.025,0.001,0.002,0.003,28.3,6.9
12/01/2012,16:00,130,4.1,19.8,1.5,23.3,51.9,0,1009,0.023,0.001,0.002,0.003,18.8,1.8
12/01/2012,17:00,133,3.7,18.8,1.4,23.2,52.5,0,1009,0.022,0.001,0.002,0.003,20.7,4.3
12/01/2012,18:00,139,3,20.6,1.3,23,52.6,0,1010,0.021,0,0.003,0.003,15.7,1.4
12/01/2012,19:00,152,2.3,22.5,1,23,54.6,0,1011,0.021,0,0.003,0.003,13.1,-0.2
12/01/2012,20:00,163,1.9,25.2,0.9,22.6,56,0,1011,0.018,0,0.004,0.004,14.3,1.1
12/01/2012,21:00,162,2,22.2,0.8,22.3,59.3,0,1012,0.016,0,0.004,0.004,14,1.6
12/01/2012,22:00,157,1.7,25.6,0.8,22.3,61,0,1012,0.016,0,0.002,0.002,13.7,3
12/01/2012,23:00,171,1.4,28.5,0.6,21.7,64.5,0,1012,0.015,0,0.002,0.002,13.9,3.3
13/01/2012,0:00,185,1.2,22,0.6,21.3,64.9,0,1011,,,,,13.8,2.9
13/01/2012,1:00,179,1.3,20.3,0.5,21,65.8,0,1011,0.014,0,0.002,0.002,10.8,1.3
13/01/2012,2:00,183,0.9,25.3,0.4,20.9,65.6,0,1011,0.014,0,0.001,0.001,11.5,1.6
13/01/2012,3:00,184,0.9,22.3,0.5,20.8,65.9,0,1011,0.013,0,0.002,0.002,11,0.8
13/01/2012,4:00,182,0.8,24.5,0.4,20.6,66.5,0,1012,0.011,0,0.003,0.003,11.8,1.7
13/01/2012,5:00,178,0.5,35.1,0.5,20.4,67.8,0,1012,0.008,0.001,0.007,0.007,12.4,2.4
13/01/2012,6:00,170,1.3,22.8,0.7,21.2,65.4,0,1012,0.007,0.007,0.008,0.015,26.9,4.1
13/01/2012,7:00,133,1.3,37.5,0.8,22.3,63.9,0,1013,0.011,0.003,0.004,0.007,197.6,10.5
13/01/2012,8:00,110,2.2,32.2,1.1,23.5,54.6,0,1013,0.017,0.002,0.003,0.005,34.7,5.3
13/01/2012,9:00,104,2,33.8,1,23.5,54.6,0,1013,0.018,0.003,0.004,0.007,14.1,4.7
13/01/2012,10:00,107,2.1,31.6,1,23.8,54.1,0,1013,0.019,0.002,0.003,0.005,15.4,5.2
13/01/2012,11:00,98,2.4,34.1,1.2,24.7,49.9,0,1012,0.018,0.006,0.004,0.01,13.2,2.9
13/01/2012,12:00,88,2.5,27.6,1.1,24.4,51.4,0,1012,0.016,0.011,0.007,0.018,10.9,1.8
13/01/2012,13:00,87,2.3,35.4,1.2,24.4,51.1,0,1011,0.015,0.008,0.006,0.014,12.7,3.2
13/01/2012,14:00,72,2.2,33.7,1.1,24.1,50.7,0,1011,0.013,0.012,0.009,0.021,10.9,3.2
13/01/2012,15:00,83,2.1,33.3,0.9,23.9,51.8,0,1010,0.013,0.012,0.008,0.02,11.3,3.3
13/01/2012,16:00,96,2,29.6,1,23.8,52.3,0,1011,0.014,0.012,0.008,0.02,10.5,2.4
13/01/2012,17:00,84,1.7,35.7,0.8,23.6,53.3,0,1011,0.011,0.015,0.012,0.027,11.5,2.5
13/01/2012,18:00,71,1,42.8,0.7,23.2,53.8,0,1012,0.009,0.016,0.013,0.028,10.8,2.6
13/01/2012,19:00,81,0.8,40.9,0.5,22.7,56.7,0,1012,0.009,0.004,0.009,0.013,11.5,3.6
13/01/2012,20:00,66,0.8,37.8,0.5,22.9,55.7,0,1012,0.012,0.004,0.01,0.014,11.9,3.2
13/01/2012,21:00,73,0.4,49,0.3,22.7,56.6,0,1012,0.012,0.001,0.008,0.009,11.9,3.3
13/01/2012,22:00,84,0.4,57.6,0.3,22.5,57.4,0,1012,0.011,0.002,0.007,0.009,9.8,2
13/01/2012,23:00,268,0.3,62,0.2,21.7,61.6,0,1012,0.009,0.006,0.008,0.014,8.3,1
14/01/2012,0:00,225,0.3,50.9,0.3,20.7,66.6,0,1011,,,,,10.3,3.1
14/01/2012,1:00,167,0.3,51.4,0.3,20.4,69.1,0,1011,0.005,0.001,0.009,0.009,4.2,-1.2
14/01/2012,2:00,244,0.2,75.2,0.2,20,71.7,0,1010,0.004,0.001,0.008,0.009,9.1,3.7
14/01/2012,3:00,176,0.3,48.8,0.3,19.7,73.3,0,1010,0.005,0.001,0.006,0.006,4.4,-0.9
14/01/2012,4:00,162,0.2,52.7,0.3,19.4,74.7,0,1010,0.008,0,0.003,0.003,7.8,3.2
14/01/2012,5:00,48,0.9,98.3,3.1,19.2,75.9,0,1011,0.006,0,0.005,0.005,6.3,1.7
14/01/2012,6:00,227,0.3,79.5,0.7,21.7,66.2,0,1012,0.009,0.002,0.005,0.007,8.7,3.4
14/01/2012,7:00,339,0.5,71.3,0.5,24,55.2,0,1012,0.013,0.004,0.006,0.01,9.8,0.5
14/01/2012,8:00,26,1.4,168.3,0.8,24.5,51.9,0,1012,0.02,0.001,0.003,0.004,12,2.5
14/01/2012,9:00,32,1.4,36.4,0.8,24.5,52.7,0,1012,0.021,0,0.002,0.002,10.4,3
14/01/2012,10:00,63,1.8,34.9,1,24.9,51,0,1012,0.023,0.003,0.004,0.006,13.7,3.1
14/01/2012,11:00,60,1.8,37.3,1,24.8,52.7,0,1011,0.02,0.005,0.005,0.01,12.3,2.1
14/01/2012,12:00,68,2,35.9,1,24.8,53.9,0,1011,0.019,0.006,0.005,0.011,13.5,3.7
14/01/2012,13:00,64,2,35.9,1.1,24.9,53.7,0,1010,0.018,0.008,0.006,0.014,9.5,2.5
14/01/2012,14:00,55,2.2,34.6,0.9,24.7,54.8,0,1009,0.019,0.008,0.006,0.014,10.5,1.9
14/01/2012,15:00,59,1.9,36.4,1.1,24.6,54.2,0,1009,0.016,0.009,0.007,0.016,8,0.9
14/01/2012,16:00,67,2.1,29.2,1,24.3,53.1,0,1009,0.012,0.013,0.009,0.021,7.6,0.3
14/01/2012,17:00,74,1.8,35.4,0.9,24,55.3,0,1010,0.011,0.016,0.008,0.024,2.8,-4
14/01/2012,18:00,59,1.2,37.2,0.9,23.6,56.5,0,1011,0.011,0.015,0.008,0.022,6.7,0.8
14/01/2012,19:00,63,1.2,34.8,0.7,23.5,57.5,0,1011,0.01,0.008,0.007,0.015,9,2.1
14/01/2012,20:00,81,1,40.5,0.7,23.1,60.6,0,1011,0.01,0.01,0.009,0.018,6.9,1.2
14/01/2012,21:00,139,0.6,43,0.3,22.7,61.8,0,1011,0.011,0.002,0.006,0.008,9,2.6
14/01/2012,22:00,127,0.8,46.3,0.7,22.6,64.1,0,1011,0.008,0.005,0.007,0.012,8.2,2.3
14/01/2012,23:00,171,1.7,34.6,0.8,21,76.8,0,1011,0.01,0,0.003,0.003,9,3.5
15/01/2012,0:00,174,1.4,25.4,0.8,20.1,82.4,0,1010,,,,,8.4,4.6
15/01/2012,1:00,174,1.3,33.1,0.6,19.7,85.1,1,1010,0.01,0,0.002,0.002,9.1,5.6
15/01/2012,2:00,179,0.5,76.7,0.4,19.3,86.8,0,1010,0.008,0,0.002,0.002,6.5,2.3
15/01/2012,3:00,179,1.2,22.3,0.5,19.3,86.4,0,1009,0.008,0,0.001,0.001,3,0.4
15/01/2012,4:00,178,1.4,23.6,0.7,19.6,85,0,1010,0.009,0,0.001,0.001,6,3.3
15/01/2012,5:00,182,1.3,23.8,0.7,19.5,84.9,0,1011,0.009,0,0.001,0.001,0.7,-2.4
15/01/2012,6:00,169,1.2,25.8,0.5,19.7,84.2,0,1011,0.009,0,0.001,0.001,3.4,1
15/01/2012,7:00,188,1,31.6,0.5,20.3,81.2,0,1011,0.008,0.001,0.002,0.003,4,0.6
15/01/2012,8:00,175,1.9,24.2,0.9,21.2,76.8,0,1011,0.009,0.001,0.002,0.003,4.5,0
15/01/2012,9:00,169,2,21.1,0.8,21,82.4,0,1012,0.01,0.002,0.002,0.004,2.9,-0.4
15/01/2012,10:00,160,2,24.1,0.8,22.8,72.6,0,1011,0.011,0.002,0.003,0.005,5.7,2.2
15/01/2012,11:00,157,2.3,26.7,1,23.5,67.4,0,1011,0.013,0.002,0.003,0.005,6.4,1.4
15/01/2012,12:00,139,2.4,26.4,0.9,23.9,64.3,0,1011,0.015,0.001,0.002,0.003,9.5,3
15/01/2012,13:00,120,2.8,29.1,1.2,24.3,61.9,0,1011,0.013,0.002,0.002,0.004,9.1,2.8
15/01/2012,14:00,166,2.1,42.2,1.4,20.5,84.1,9,1010,0.011,0.001,0.002,0.003,5.4,1.2
15/01/2012,15:00,188,1.5,30.4,0.7,20.5,87.4,2,1010,0.009,0.002,0.003,0.005,4.2,0.9
15/01/2012,16:00,131,2.1,28.3,1,22.2,75.3,0,1010,0.009,0.002,0.003,0.004,6.8,2.1
15/01/2012,17:00,127,2.8,20.2,1.1,23,66.5,0,1011,0.011,0.001,0.002,0.003,8.7,1.9
15/01/2012,18:00,116,2.7,24.3,1.1,22.9,68.2,0,1011,0.012,0,0.002,0.002,10,2.6
15/01/2012,19:00,116,2.7,20.2,1.1,22.8,68.5,0,1012,0.012,0,0.001,0.001,8,0.1
15/01/2012,20:00,122,3.1,18.6,1.3,23.1,67,0,1012,0.013,0,0.001,0.001,12.8,4.4
15/01/2012,21:00,108,2.9,24,1.3,22,74.5,1,1012,0.012,0.002,0.002,0.004,10.7,3
15/01/2012,22:00,83,1.4,41.6,1,20.5,86.3,3,1012,0.007,0.017,0.008,0.025,9.3,1.7
15/01/2012,23:00,103,1.9,27.9,1.1,20.8,83.4,1,1012,0.009,0.009,0.005,0.013,10.3,1.3
16/01/2012,0:00,115,2.6,21.3,1.1,21.4,78.6,4,1011,,,,,9.5,1.7
16/01/2012,1:00,114,2.7,47.1,1.6,19.6,87.7,4,1011,0.014,0,0,0,7.9,0.9
16/01/2012,2:00,16,0.8,115.3,0.9,20.1,81,0,1011,0.013,0.001,0.002,0.003,8,-0.3
16/01/2012,3:00,,,,,,,,,0.015,0,0,0,6.5,-1.2
16/01/2012,4:00,,,,,,,,,0.014,0,0.001,0.001,8.8,1.6
16/01/2012,5:00,123,3.2,23.3,1.7,22.4,70.2,0,1011,0.014,0,0.001,0.001,11.6,1.2
16/01/2012,6:00,128,4.1,17.4,1.6,23.1,63.8,0,1012,0.013,0,0.002,0.002,14.4,1.3
16/01/2012,7:00,117,3.5,20.6,1.5,23.5,62.3,0,1013,0.014,0.001,0.002,0.003,14.8,2
16/01/2012,8:00,119,3.9,18.6,1.4,23.8,61.2,0,1013,0.014,0.001,0.002,0.003,12.5,-0.9
16/01/2012,9:00,122,4,19.8,1.6,24.4,58.9,0,1013,0.014,0.001,0.002,0.003,12.2,-1.1
16/01/2012,10:00,126,4.6,19,1.7,24.6,57.5,0,1013,0.015,0.001,0.001,0.002,16.8,2.3
16/01/2012,11:00,126,4.3,17.5,1.6,24.6,56.2,0,1013,0.015,0.001,0.002,0.003,16.8,2.2
16/01/2012,12:00,126,4.3,23.7,1.9,24.2,64.1,0,1012,0.015,0.001,0.001,0.002,13,1.3
16/01/2012,13:00,123,4.4,17.8,1.6,23.1,69.5,0,1012,0.013,0.001,0.002,0.003,14.2,1.4
16/01/2012,14:00,125,4.9,17.6,1.7,22.9,65.9,0,1012,0.014,0.001,0.002,0.003,10,-0.4
16/01/2012,15:00,123,4.8,22.4,2,22.7,65.5,0,1012,0.016,0.001,0.002,0.003,7.6,-0.7
16/01/2012,16:00,131,4.6,16.4,1.7,22.5,68.1,0,1012,0.016,0.001,0.002,0.003,10.4,2.1
16/01/2012,17:00,133,5.2,16.6,2,22.1,73.5,0,1012,0.017,0.001,0.002,0.002,9.4,0.7
16/01/2012,18:00,143,4.3,18.8,1.6,20.6,83.3,0,1013,0.019,0,0.001,0.001,5.9,-0.2
16/01/2012,19:00,149,3.6,18.8,1.5,20.1,84.6,0,1014,0.02,0,0.001,0.001,4.8,-0.8
16/01/2012,20:00,161,3.5,19.6,1.4,20.1,87.5,0,1014,0.019,0,0.002,0.002,6.3,0.7
16/01/2012,21:00,160,2.9,20.6,1.1,19.8,89.5,1,1014,0.02,0,0.002,0.002,4.2,1.1
16/01/2012,22:00,152,2.3,19,0.7,20.3,88.9,0,1013,0.023,0,0.001,0.001,3.1,-0.1
16/01/2012,23:00,140,,,,,89.8,0,1013,0.028,0,0,0,6.9,1.9
17/01/2012,0:00,156,2,22.5,1,20.8,90.4,1,1012,,,,,1.5,-1.7
17/01/2012,1:00,134,2.4,24.6,1.3,20.8,89.4,0,1012,0.031,0,0,0,4,-0.5
17/01/2012,2:00,160,2.2,27.2,1.1,20.7,90.1,6,1011,0.031,0,0,0,1.7,-4.2
17/01/2012,3:00,148,2.1,26.2,1.2,20.7,89.9,4,1011,0.031,0,0,0,5.6,0.5
17/01/2012,4:00,157,2.2,27.4,0.9,20.5,90.8,7,1011,0.031,0,0,0,4,-0.2
17/01/2012,5:00,162,1.4,51.1,0.7,20.9,91,1,1012,0.03,0,0.002,0.002,1.3,-3.1
17/01/2012,6:00,162,2.1,26.2,1.1,21.4,89.6,0,1012,0.024,0.001,0.006,0.007,6.1,-1.1
17/01/2012,7:00,136,1.9,27.6,0.9,21.7,88.9,4,1012,0.025,0.001,0.006,0.006,9.5,-0.4
17/01/2012,8:00,129,2.6,23.6,1.2,22.1,85.8,0,1013,0.028,0.001,0.005,0.005,12.3,4
17/01/2012,9:00,117,2.6,25.2,1.1,22.4,85.6,5,1013,0.028,0.001,0.005,0.006,11.7,1.7
17/01/2012,10:00,126,2.4,27,1.2,22.1,84.2,2,1012,0.026,0.002,0.008,0.01,11.3,2.1
17/01/2012,11:00,192,1.1,70.7,0.9,21.7,87.4,2,1012,0.02,0.002,0.009,0.011,10.2,3
17/01/2012,12:00,139,2.2,33.7,1,21.1,85.4,1,1012,0.023,0.002,0.007,0.009,9.7,3.6
17/01/2012,13:00,137,2.5,22.3,1.1,21.6,81.3,0,1011,0.028,0.001,0.004,0.005,11.5,2.8
17/01/2012,14:00,132,3.3,18.9,1.4,22.9,81.3,0,1010,0.031,0,0.003,0.003,12.9,2.5
17/01/2012,15:00,143,3.3,22,1.3,23.1,77.8,0,1010,0.03,0,0.003,0.003,12.8,3
17/01/2012,16:00,139,2.4,29.6,1.3,23.6,74.9,0,1010,0.03,0,0.004,0.004,13,2.2
17/01/2012,17:00,139,2.1,23.2,1,23.3,75.3,0,1010,0.025,0,0.005,0.005,11.9,0.4
17/01/2012,18:00,144,0.9,53.6,1,22.5,82.7,1,1011,0.02,0,0.005,0.005,13.1,1.4
17/01/2012,19:00,142,1.7,27.7,1,21.6,89.4,0,1011,0.015,0,0.002,0.002,4,-2
17/01/2012,20:00,139,0.8,45.7,0.5,21.1,90,0,1011,0.015,0,0.005,0.005,3.2,-0.2
17/01/2012,21:00,82,0.7,42.7,0.5,21.2,90.6,0,1011,0.011,0.009,0.012,0.021,5.9,1.3
17/01/2012,22:00,217,0.5,52,0.5,21.2,91,0,1011,0.014,0,0.004,0.004,5.7,0.9
17/01/2012,23:00,211,0.4,67,0.4,20.7,91,0,1010,0.009,0,0.006,0.006,5.5,-0.1
18/01/2012,0:00,183,1,25.2,0.5,20.3,90.7,0,1009,,,,,4.4,-1
18/01/2012,1:00,162,0.4,33.2,0.3,20,90.7,0,1008,0.01,0,0.001,0.001,5.4,-0.1
18/01/2012,2:00,191,0.5,43.5,0.4,20.1,90.7,0,1008,0.01,0,0.001,0.001,5.2,-0.4
18/01/2012,3:00,186,0.8,27.6,0.4,20.2,88.8,0,1008,0.014,0,0,0,6.9,0.7
18/01/2012,4:00,171,0.3,56.6,0.3,20.2,87.6,0,1008,0.011,0,0.001,0.001,7.9,1.3
18/01/2012,5:00,322,0.3,88.2,0.2,20.5,87.7,0,1009,0.006,0,0.004,0.004,9.2,1.8
18/01/2012,6:00,212,0.5,62.7,0.5,21.9,82.5,0,1009,0.004,0.01,0.009,0.019,9.3,2
18/01/2012,7:00,174,1.4,38.4,0.9,24.5,67.6,0,1009,0.015,0.002,0.004,0.006,4.7,0.4
18/01/2012,8:00,152,2.3,27.6,1,25.8,64.6,0,1009,0.017,0.002,0.003,0.005,0.9,-2.2
18/01/2012,9:00,152,2.8,30.6,1.2,26.7,60.3,0,1009,0.018,0.001,0.002,0.002,4.5,1.1
18/01/2012,10:00,147,2.5,30.7,1,27.4,58.2,0,1009,0.019,0,0.002,0.002,2.2,-0.9
18/01/2012,11:00,114,2.6,33.3,1.2,28,58,0,1008,0.022,0.002,0.003,0.005,3.9,1.4
18/01/2012,12:00,96,2.7,30.2,1.3,27.1,64.8,0,1008,0.022,0.004,0.005,0.009,9,0.5
18/01/2012,13:00,108,2.3,25.6,1,25.7,75.1,0,1008,0.026,0.002,0.003,0.005,14.1,3.2
18/01/2012,14:00,101,2.2,28.4,1.1,25.7,75.3,0,1008,0.021,0.006,0.007,0.013,13,2.8
18/01/2012,15:00,121,3.1,24.9,1.2,25.7,75.3,0,1007,0.016,0.002,0.003,0.004,13.5,3.9
18/01/2012,16:00,142,3.3,20.4,1.3,25,78.2,0,1008,0.014,0.002,0.004,0.005,9.2,3.5
18/01/2012,17:00,154,3,21.4,1.1,25,74.3,0,1008,0.013,0.002,0.003,0.005,5.8,3.6
18/01/2012,18:00,147,3,20.1,1.1,24.3,77.5,0,1009,0.011,0.001,0.003,0.004,6.6,3.3
18/01/2012,19:00,156,1.9,20.6,0.9,23.6,81.4,0,1010,0.008,0.001,0.005,0.006,10.4,1.2
18/01/2012,20:00,157,1.2,24,0.6,23.4,83,0,1010,0.006,0,0.007,0.007,12.1,2.5
18/01/2012,21:00,209,0.4,60.5,0.3,23,83.9,0,1010,0.004,0.001,0.006,0.007,10.9,2.6
18/01/2012,22:00,263,0.3,62.7,0.2,22.4,86.4,0,1010,0,0.006,0.008,0.014,8.1,0.8
18/01/2012,23:00,192,0.5,47.8,0.3,22.1,86.2,0,1010,0.001,0.005,0.006,0.011,7,0.5
19/01/2012,0:00,170,0.3,39.5,0.2,21.5,87.5,0,1009,,,,,8.3,1.8
19/01/2012,1:00,191,0.8,36.1,0.6,21.4,86.5,0,1009,0.004,0.001,0.002,0.003,5.9,-1
19/01/2012,2:00,176,0.5,44.7,0.3,21.6,82.4,0,1008,0.006,0,0.001,0.001,8.7,0.9
